SkinID,name,region,desc,WeaponID,damage,ammo_clip_size,fire_interval,multi_fire_interval,bite_armor,range,full_damage_distance,min_damage_distance,min_damage,scatter_num,scatter_speed,scatter_move,scatter_max,scatter_recover_speed,player_speed_factor,player_speed_factor_while_firing,once_ammo,reload_speed,buff_id,damage_ratio_head,damage_ratio_body,damage_ratio_limb,sight_shoot_mindmg_numx
907202202,特殊角色足球男主题VSS,DEFAULT,,13,,3,,,,,,,,,,,,,,,,-0.1,,,,,
907202203,特殊角色足球男主题SKS,DEFAULT,,18,4,1,,,,,-2,,,,,,,,,,,,,,,,
907192401,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.03,,,,,,,,,,,,-0.07,,,,,,,,
907192402,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.03,,,,,,,,,,,,-0.04,,,,,,,,
907192403,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.03,,,,,,,,,,,,-0.04,,,,,,,,
907192404,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,,,,,
907192405,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,,,,,
907192406,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,40,,,,
907192407,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,40,,,,
907292401,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.03,,,,,,,,,,,,-0.07,,,,,,,,
907292402,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.03,,,,,,,,,,,,-0.04,,,,,,,,
907292403,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.03,,,,,,,,,,,,-0.04,,,,,,,,
907292404,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,,,,,
907292405,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,,,,,
907292406,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,40,,,,
907292407,T_24_O_AK47_DRAGON,DEFAULT,,6,2,,-0.041,,,,,,,,,,,,-0.04,,,,40,,,,
907102413,孵化室亡靈南瓜主題換模型槍XM8红,DEFAULT,,28,,,-0.029,,,,,,,,-0.018,,,,,,,-0.1,,,,,
907102410,孵化室亡靈南瓜主題換模型槍XM8橙,DEFAULT,,28,,,,,0.22,2,2,,,,,,,,,,,,,,,,
907102411,孵化室亡靈南瓜主題換模型槍XM8绿,DEFAULT,,28,,-2,-0.018,,,,5,,,,,,,,,,,,,,,,
907102412,孵化室亡靈南瓜主題換模型槍XM8紫,DEFAULT,,28,2,4,,,,,,,,,,,,,,,,-0.1,,,,,
907102405,幕府大名主题枪械SVD,DEFAULT,,26,7,3,,,,,,,,,0.02,,,,,,,,,,,,
907102406,幕府大名主题枪械M60,DEFAULT,,30,4,,,,,-2,-1,,,,,,,,,,,,,,,,
907102408,百万拳霸主题枪械MP5,DEFAULT,,8,3,2,,,,,,,,,,,,,,,,-0.1,,,,,
907102409,百万拳霸主题枪械HeatGun,DEFAULT,,39,,,,,,,,,,,-0.038,,,,-0.04,,,,,,,,
907102426,虎王主题枪械UMP,DEFAULT,,7,,,-0.01,,0.22,,,,,,,,,,,,,-0.1,,,,,
907102427,虎王主题枪械FAMAS,DEFAULT,,24,,-2,,,,2,4,,,,,,,,,,,,,,,,
907102414,巴西世界杯主题枪械M4A1,DEFAULT,,2,,,-0.021,,,,,,,,-0.01,,,,-0.04,,,,,,,,
907102415,巴西世界杯主题枪械Groza,DEFAULT,,14,4,-2,,,,,,,,,,,,,,,,,,,,,
907102416,booyah day主题枪械AUG,DEFAULT,,46,2,,,,,,,,,,-0.04,,,,,,,-0.1,,,,,
907102417,booyah day主题枪械AWM,DEFAULT,,4,13,,,,,-2,-1,,,,-0.02,,,,,,,,,,,,
907102418,角色派对女孩主题换皮枪械AUG,DEFAULT,,46,,-2,,,,,5,,,,,,,,,,,,,,,,
907102419,角色派对女孩主题换皮枪械M21A5,DEFAULT,,48,6,,,,,,-1,,,,-0.02,,,,,,,,,,,,
907102420,角色派对女孩主题换皮枪械M500,DEFAULT,,25,3,1,,,,,,,,,,,,,,,,-0.15,,,,,
907102421,角色派对女孩主题换皮枪械Scar,DEFAULT,,12,,2,-0.013,,,,,,,,,,,,-0.04,,,,,,,,
907102401,大学教授男主题换皮枪械M79,DEFAULT,,23,,,0.1,,,,,,,,,,,,,,,,,,,,
907102402,大学教授男主题换皮枪械MP5,DEFAULT,,8,,-2,,,,,3,,,,,,,,,,,,,,,,
907102403,大学教授男主题换皮枪械SKS,DEFAULT,,18,,,,,,,6,,,,,,,,,,,-0.13,,,,,
907102404,大学教授男主题换皮枪械M4A1,DEFAULT,,2,,-2,-0.015,,,,,,,,,,,,,,,0.1,,,,,
907202405,幕府大名主题枪械SVD,DEFAULT,,26,7,2,,,,,,,,,0.02,,,,,,,,,,,,
907202406,幕府大名主题枪械M60,DEFAULT,,30,2,4,,,,-2,-1,,,,,,,,,,,,,,,,
907202408,百万拳霸主题枪械MP5,DEFAULT,,8,3,,,,,,,,,,,,,,,,,-0.1,,,,,
907202409,百万拳霸主题枪械HeatGun,DEFAULT,,39,,,,,,,,,,,-0.038,,,,-0.04,,,,,,,,
907202426,虎王主题枪械UMP,DEFAULT,,7,,,-0.01,,0.22,,,,,,,,,,,,,-0.1,,,,,
907202427,虎王主题枪械FAMAS,DEFAULT,,24,,-2,,,,2,4,,,,,,,,,,,,,,,,
907202414,巴西世界杯主题枪械M4A1,DEFAULT,,2,,,-0.021,,,,,,,,,,,,-0.04,,,,,,,,
907202415,巴西世界杯主题枪械Groza,DEFAULT,,14,3,-2,,,,,,,,,,,,,,,,0.05,,,,,
907202416,booyah day主题枪械AUG,DEFAULT,,46,2,,,,,,,,,,-0.025,,,,,,,-0.1,,,,,
907202417,booyah day主题枪械AWM,DEFAULT,,4,13,,,,,-2,-1,,,,-0.02,,,,,,,,,,,,
907202418,角色派对女孩主题换皮枪械AUG,DEFAULT,,46,,-2,,,,,5,,,,,,,,,,,,,,,,
907202419,角色派对女孩主题换皮枪械M21A5,DEFAULT,,48,6,,,,,,-1,,,,-0.02,,,,,,,,,,,,
907202420,角色派对女孩主题换皮枪械M500,DEFAULT,,25,3,1,,,,,,,,,,,,,,,,-0.15,,,,,
907202421,角色派对女孩主题换皮枪械Scar,DEFAULT,,12,,2,-0.013,,,,,,,,,,,,-0.04,,,,,,,,
907202401,大学教授男主题换皮枪械M79,DEFAULT,,23,,,0.1,,,,,,,,,,,,,,,,,,,,
907202402,大学教授男主题换皮枪械MP5,DEFAULT,,8,,-2,,,,,3,,,,,,,,,,,,,,,,
907202403,大学教授男主题换皮枪械SKS,DEFAULT,,18,,,,,,,6,,,,,,,,,,,-0.13,,,,,
907202404,大学教授男主题换皮枪械M4A1,DEFAULT,,2,,-2,-0.015,,,,,,,,,,,,,,,0.1,,,,,
907102437,FAMAS - Clash SquadFAMAS,DEFAULT,,24,,,,,,,,,,,-0.01,,,,,,,-0.1,,,,,
907202437,FAMAS - Clash SquadFAMAS,DEFAULT,,24,,,,,,,,,,,-0.01,,,,,,,-0.1,,,,,
907192411,T_24_O_UMP_BOOYAH,DEFAULT,,7,,,,,,,,,,,,,,,,,,,,,,,
907192412,T_24_O_UMP_BOOYAH,DEFAULT,,7,,,,,,,,,,,0.008,,,,,,,0.1,,,,,
907192413,T_24_O_UMP_BOOYAH,DEFAULT,,7,,,,,,,,,,,0.008,,,,,,,0.1,,,,,
907192414,T_24_O_UMP_BOOYAH,DEFAULT,,7,1,,,,,,,,,,0.008,,,,,,,0.1,,,,,
907292411,T_24_O_UMP_BOOYAH,DEFAULT,,7,,,,,,,,,,,,,,,,,,,,,,,
907292412,T_24_O_UMP_BOOYAH,DEFAULT,,7,,,,,,,,,,,0.008,,,,,,,0.1,,,,,
907292413,T_24_O_UMP_BOOYAH,DEFAULT,,7,,,,,,,,,,,0.008,,,,,,,0.1,,,,,
907292414,T_24_O_UMP_BOOYAH,DEFAULT,,7,1,,,,,,,,,,0.008,,,,,,,0.1,,,,,
907202413,孵化室亡靈南瓜主題換模型槍XM8红,DEFAULT,,28,,,-0.029,,,,,,,,,,,,,,,-0.1,,,,,
907202410,孵化室亡靈南瓜主題換模型槍XM8橙,DEFAULT,,28,,,,,0.22,,,,,,,,,,,,,,,,,,
907202411,孵化室亡靈南瓜主題換模型槍XM8绿,DEFAULT,,28,,-2,,,,,5,,,,,,,,,,,,,,,,
907202412,孵化室亡靈南瓜主題換模型槍XM8紫,DEFAULT,,28,,4,,,,,,,,,,,,,,,,-0.1,,,,,
907102512,冰雪节M1887强化,DEFAULT,,41,,,,,,3,3,,,,,,,,0.06,,,-0.13,,,,,
907102513,冰雪节AUG强化,DEFAULT,,46,,2,-0.014,,,,,,,,,,,,,,,-0.1,,,,,
907202512,冰雪节M1887弱化,DEFAULT,,41,,,,,,3,3,,,,,,,,,,,-0.13,,,,,
907202513,冰雪节AUG弱化,DEFAULT,,46,,2,-0.014,,,,,,,,,,,,,,,-0.1,,,,,
907192501,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.019,,,,,,,,,,,,,,,-0.2,,,,,
907192502,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.019,,,,,,,,,,,,,,,-0.1,,,,,
907192503,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.019,,,,,,,,,,,,,,,-0.1,,,,,
907192504,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,,,,,
907192505,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,,,,,
907192506,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,46,,,,
907192507,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,46,,,,
907292501,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.019,,,,,,,,,,,,,,,-0.2,,,,,
907292502,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.019,,,,,,,,,,,,,,,-0.1,,,,,
907292503,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.019,,,,,,,,,,,,,,,-0.1,,,,,
907292504,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,,,,,
907292505,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,,,,,
907292506,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,46,,,,
907292507,T_25_O_SCAR_SHARK,DEFAULT,,12,2,,-0.032,,,,,,,,,,,,,,,-0.1,46,,,,
907102506,音陨主題槍械P90（橙）,DEFAULT,,32,3,-4,-0.007,,,,,,,,,,,,,,,,,,,,
907102507,音陨主題槍械P90（红）,DEFAULT,,32,2,,,,0.3,,,,,,,,,,,,,-0.1,,,,,
907102508,音陨主題槍械P90（蓝）,DEFAULT,,32,,-4,,,,,2,,,,-0.04,,,,,,,,,,,,
907102509,音陨主題槍械P90（绿）,DEFAULT,,32,,,,,,,4,,,,-0.02,,,,-0.04,,,,,,,,
907102534,OPM合作枪皮肤-M4A1,DEFAULT,,2,2,-2,-0.03,,,,,,,,,,,,,,,,,,,,
907102535,OPM合作枪皮肤-M1887,DEFAULT,,41,1,,,,,,,,,,0.05,,,,,,,0.29,,,,,
907102524,赏金猎人合作赛博朋克AUG,DEFAULT,,46,,,-0.028,,,,-1,,,,,,,,,,,-0.1,,,,,
907102525,赏金猎人合作赛博朋克MP5,DEFAULT,,8,1,,-0.009,,,,,,,,,,,,-0.04,,,,,,,,
907102510,新年时光机主题枪械Thompson,DEFAULT,,43,,-2,,,,,3,,,,,,,,,,,0.1,,,,,
907102511,新年时光机主题枪械M82B,DEFAULT,,45,11,,,,,,,,,,,,,,-0.04,,,0.15,,,,,
907102514,黑街太保主题枪械M79,DEFAULT,,23,,1,,,,,,,,,,,,,-0.04,,,,,,,,
907102515,黑街太保主题枪械P90,DEFAULT,,32,,-4,-0.009,,,,,,,,-0.017,,,,,,,,,,,,
907102530,角色赏金猎人男主题换皮枪械Desert Eagle,DEFAULT,,9,,-1,,,,,,,,,-0.03,,,,,,,,,,,,
907102531,角色赏金猎人男主题换皮枪械G18,DEFAULT,,10,1,2,,,,,-1,,,,,,,,,,,,,,,,
907102532,角色赏金猎人男主题换皮枪械PARAFAL,DEFAULT,,47,,,-0.019,,,,-2,,,,-0.02,,,,,,,,,,,,
907102533,角色赏金猎人男主题换皮枪械Woodpecker,DEFAULT,,48,,,,,,,5,,,,,,,,-0.04,,,,,,,,
907102523,笑面人主题换皮枪械Vector,DEFAULT,,49,,2,,,,2,2,,,,,,,,,,,-0.1,,,,,
907102520,排位賽黄金系列P90,DEFAULT,,32,,,,,,,,,,,-0.02,,,,-0.04,,,,,,,,
907202506,音陨主題槍械P90（橙）,DEFAULT,,32,2,-4,-0.007,,,,,,,,,,,,,,,,,,,,
907202507,音陨主題槍械P90（红）,DEFAULT,,32,2,,,,0.19,,,,,,,,,,,,,-0.1,,,,,
907202508,音陨主題槍械P90（蓝）,DEFAULT,,32,,-4,,,,,2,,,,-0.02,,,,,,,,,,,,
907202509,音陨主題槍械P90（绿）,DEFAULT,,32,,,,,,,2,,,,-0.02,,,,-0.04,,,,,,,,
907202534,OPM合作枪皮肤-M4A1,DEFAULT,,2,,-2,-0.03,,,,,,,,,,,,,,,,,,,,
907202535,OPM合作枪皮肤-M1887,DEFAULT,,41,1,,,,,,,,,,0.05,,,,,,,0.19,,,,,
907202524,赏金猎人合作赛博朋克AUG,DEFAULT,,46,,,-0.028,,,,-1,,,,,,,,,,,-0.1,,,,,
907202525,赏金猎人合作赛博朋克MP5,DEFAULT,,8,1,,-0.009,,,,,,,,,,,,-0.04,,,,,,,,
907202510,新年时光机主题枪械Thompson,DEFAULT,,43,,,,,,,3,,,,,,,,,,,,,,,,
907202511,新年时光机主题枪械M82B,DEFAULT,,45,11,,,,,,,,,,,,,,-0.04,,,0.15,,,,,
907202514,黑街太保主题枪械M79,DEFAULT,,23,,1,,,,,,,,,,,,,-0.04,,,,,,,,
907202515,黑街太保主题枪械P90,DEFAULT,,32,,-4,-0.009,,,,,,,,-0.017,,,,,,,,,,,,
907202530,角色赏金猎人男主题换皮枪械Desert Eagle,DEFAULT,,9,,-1,,,,,,,,,-0.03,,,,,,,,,,,,
907202531,角色赏金猎人男主题换皮枪械G18,DEFAULT,,10,1,2,,,,,-1,,,,,,,,,,,,,,,,
907202532,角色赏金猎人男主题换皮枪械PARAFAL,DEFAULT,,47,,,-0.019,,,,-2,,,,-0.02,,,,,,,,,,,,
907202533,角色赏金猎人男主题换皮枪械Woodpecker,DEFAULT,,48,,,,,,,5,,,,,,,,-0.04,,,,,,,,
907202523,笑面人主题换皮枪械Vector,DEFAULT,,49,,2,,,,2,2,,,,,,,,,,,-0.1,,,,,
907202520,排位賽黄金系列P90,DEFAULT,,32,,,,,,,,,,,-0.02,,,,-0.04,,,,,,,,
907102521,排位賽角色系列M4A1,DEFAULT,,2,,,,,,,2,,,,,,,,-0.04,,,,,,,,
907202521,排位賽角色系列M4A1,DEFAULT,,2,,,,,,,2,,,,,,,,-0.04,,,,,,,,
907192601,T_26_O_MP40_COBRA,DEFAULT,,15,1,,-0.01,,,,,,,,,,,,,,,-0.2,,,,,
907192602,T_26_O_MP40_COBRA,DEFAULT,,15,1,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907192603,T_26_O_MP40_COBRA,DEFAULT,,15,1,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907192604,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907192605,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907192606,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,47,,,,
907192607,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,47,,,,
907292601,T_26_O_MP40_COBRA,DEFAULT,,15,1,,-0.01,,,,,,,,,,,,,,,-0.2,,,,,
907292602,T_26_O_MP40_COBRA,DEFAULT,,15,1,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907292603,T_26_O_MP40_COBRA,DEFAULT,,15,1,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907292604,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907292605,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907292606,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,47,,,,
907292607,T_26_O_MP40_COBRA,DEFAULT,,15,2,,-0.01,,,,,,,,,,,,,,,-0.1,47,,,,
907102612,燃烧军团主題槍械M4A1,DEFAULT,,2,2,,-0.025,,,,,,,,,,,,,,,-0.15,,,,,
907102613,燃烧军团主題槍械M4A1,DEFAULT,,2,4,-2,,,,,4,,,,,,,,,,,,,,,,
907102614,燃烧军团主題槍械M4A1,DEFAULT,,2,,,,,0.28,,,,,,-0.02,,,,-0.04,,,,,,,,
907102615,燃烧军团主題槍械M4A1,DEFAULT,,2,,,,,0.17,,6,,,,,,,,,,,-0.1,,,,,
907102105,AOT 主题枪械M1014,DEFAULT,,5,2,,,,0.18,,,,,,,,,,,,,-0.1,,,,,
907102106,AOT 主题枪械P90,DEFAULT,,32,,,-0.007,,0.18,,,,,,,,,,-0.04,,,,,,,,
907102616,春節主题枪械AWM,DEFAULT,,4,,,-0.26,,0.2,,,,,,,,,,,,,-0.23,,,,,
907102617,春節主题枪械Thompson,DEFAULT,,43,,,-0.009,,,-1,-1,,,,-0.018,,,,,,,,,,,,
907102618,復活節主题枪械M14,DEFAULT,,11,4,,,,,,5,,,,,,,,,,,-0.15,,,,,
907102619,復活節主题枪械PARAFAL,DEFAULT,,47,3,,,,,,,,,,-0.02,,,,,,,-0.1,,,,,
907102620,噬魂者主题枪械Kar98k,DEFAULT,,21,,,,,0.35,,4,,,,,,,,-0.04,,,,,,,,
907102621,噬魂者主题枪械MAG-7,DEFAULT,,50,1,1,,,,,,,,,,,,,,,,-0.1,,,,,
907102622,地下城黑帮主题枪械M60,DEFAULT,,30,4,,,,,,4,,,,,,,,,,,-0.15,,,,,
907102623,地下城黑帮主题枪械SVD,DEFAULT,,26,,,,,0.15,,4,,,,,,,,-0.04,,,,,,,,
907102624,MAG-7 新枪换皮枪械MAG-7,DEFAULT,,50,,,,,,1,2,,,,0.06,,,,,,,0.15,,,,,
907102625,角色nobody小哥主题换皮枪械M82B,DEFAULT,,45,,1,,,,,4,,,,,,,,,,,-0.1,,,,,
907102626,角色nobody小哥主题换皮枪械AN94,DEFAULT,,33,,-2,-0.014,,,,,,,,,,,,0.06,,,,,,,,
907102627,角色nobody小哥主题换皮枪械VSS,DEFAULT,,13,,,-0.02,,,,3,,,,,,,,,,,-0.1,,,,,
907102628,角色越南合作男主题换皮枪械Woodpecker,DEFAULT,,48,6,,,,,,4,,,,0.02,,,,,,,,,,,,
907102629,角色越南合作男主题换皮枪械M249,DEFAULT,,19,2,,,,,,,,,,-0.015,,,,,,,-0.1,,,,,
907102630,角色越南合作男主题换皮枪械SPAS12,DEFAULT,,29,,-1,,,0.18,2,1,,,,,,,,,,,,,,,,
907102631,角色越南合作男主题换皮枪械Vector,DEFAULT,,49,1,2,,,,-2,-1,,,,,,,,,,,,,,,,
907102632,CS RANK Golden ThemeMP5,DEFAULT,,8,,-2,,,,,2,,,,,,,,,,,,,,,,
907102633,BR RANK Character ThemeAK,DEFAULT,,6,,,,,,,,,,,-0.02,,,,,,,-0.1,,,,,
907202612,燃烧军团主題槍械M4A1,DEFAULT,,2,2,,-0.018,,,,,,,,,,,,,,,-0.15,,,,,
907202613,燃烧军团主題槍械M4A1,DEFAULT,,2,2,-2,,,,,4,,,,,,,,,,,,,,,,
907202614,燃烧军团主題槍械M4A1,DEFAULT,,2,,,,,0.17,,,,,,-0.02,,,,-0.04,,,,,,,,
907202615,燃烧军团主題槍械M4A1,DEFAULT,,2,,,,,0.17,,3,,,,,,,,,,,-0.1,,,,,
907202105,AOT 主题枪械M1014,DEFAULT,,5,1,,,,0.18,,,,,,,,,,,,,-0.1,,,,,
907202106,AOT 主题枪械P90,DEFAULT,,32,,,-0.007,,0.18,,,,,,,,,,-0.04,,,,,,,,
907202616,春節主题枪械AWM,DEFAULT,,4,,,-0.14,,0.2,,,,,,,,,,,,,-0.23,,,,,
907202617,春節主题枪械Thompson,DEFAULT,,43,,,-0.009,,,-1,-1,,,,-0.018,,,,,,,,,,,,
907202618,復活節主题枪械M14,DEFAULT,,11,4,,,,,,2,,,,,,,,,,,-0.15,,,,,
907202619,復活節主题枪械PARAFAL,DEFAULT,,47,3,,,,,,,,,,-0.02,,,,,,,-0.1,,,,,
907202620,噬魂者主题枪械Kar98k,DEFAULT,,21,,,,,0.2,,4,,,,,,,,-0.04,,,,,,,,
907202621,噬魂者主题枪械MAG-7,DEFAULT,,50,1,1,,,,,,,,,,,,,,,,-0.1,,,,,
907202622,地下城黑帮主题枪械M60,DEFAULT,,30,2,,,,,,4,,,,,,,,,,,-0.15,,,,,
907202623,地下城黑帮主题枪械SVD,DEFAULT,,26,,,,,0.15,,4,,,,,,,,-0.04,,,,,,,,
907202624,MAG-7 新枪换皮枪械MAG-7,DEFAULT,,50,,,,,,1,2,,,,0.06,,,,,,,0.15,,,,,
907202625,角色nobody小哥主题换皮枪械M82B,DEFAULT,,45,,1,,,,,4,,,,,,,,,,,-0.1,,,,,
907202626,角色nobody小哥主题换皮枪械AN94,DEFAULT,,33,,-2,-0.014,,,,,,,,,,,,0.06,,,,,,,,
907202627,角色nobody小哥主题换皮枪械VSS,DEFAULT,,13,,,-0.02,,,,3,,,,,,,,,,,-0.1,,,,,
907202628,角色越南合作男主题换皮枪械Woodpecker,DEFAULT,,48,6,,,,,,4,,,,0.02,,,,,,,,,,,,
907202629,角色越南合作男主题换皮枪械M249,DEFAULT,,19,2,,,,,,,,,,-0.015,,,,,,,-0.1,,,,,
907202630,角色越南合作男主题换皮枪械SPAS12,DEFAULT,,29,,-1,,,0.18,2,1,,,,,,,,,,,,,,,,
907202631,角色越南合作男主题换皮枪械Vector,DEFAULT,,49,1,2,,,,-2,-1,,,,,,,,,,,,,,,,
907202632,CS RANK Golden ThemeMP5,DEFAULT,,8,,-2,,,,,2,,,,,,,,,,,,,,,,
907202633,BR RANK Character ThemeAK,DEFAULT,,6,,,,,,,,,,,-0.02,,,,,,,-0.1,,,,,
907192701,T_27_W_M1014_IMPERIAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,5,1,,-0.035,,,,,,,,,,,,,,,-0.25,,,,,
907192702,T_27_W_M1014_IMPERIAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,5,1,,-0.035,,,,,,,,,,,,,,,-0.15,,,,,
907192703,T_27_W_M1014_IMPERIAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,5,1,,-0.035,,,,,,,,,,,,,,,-0.15,,,,,
907192704,T_27_W_M1014_IMPERIAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,5,1,,-0.07,,,,,,,,,,,,,,,-0.15,,,,,
907192705,T_27_W_M1014_IMPERIAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,5,1,,-0.07,,,,,,,,,,,,,,,-0.15,,,,,
907192706,T_27_W_M1014_IMPERIAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,5,1,,-0.07,,,,,,,,,,,,,,,-0.15,57,,,,
907192707,T_27_W_M1014_IMPERIAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,5,1,,-0.07,,,,,,,,,,,,,,,-0.15,57,,,,
907102711,纸箱动物主題槍械 UMP 鳄鱼,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,1,,-0.014,,,,,,,,,,,,,,,-0.1,,,,,
907102709,纸箱动物主題槍械 UMP 老虎,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,3,,,,0.13,,,,,,,,,,-0.04,-0.07,,,,,,,
907102710,纸箱动物主題槍械 UMP 斑马,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,1,-2,,,,,4,,,,,,,,,,,,,,,,
907102708,纸箱动物主題槍械 UMP 熊,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,7,,,-0.009,,,,,,,,-0.026,,,,,,,-0.1,,,,,
907102712,终极斗士主题枪械 M1887,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,41,1,,,,,,,,,,,,,,-0.04,,,0.28,,,,,
907102713,终极斗士主题枪械 PLASMA,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,39,,,,,,,4,,,,0.015,,,,,,,,,,,,
907102714,金龙帮主主题枪械 Thompson,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,43,,5,-0.009,,,,,,,,,,,,,,,-0.15,,,,,
907102715,金龙帮主主题枪械 M82B,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,45,,,,,0.13,,3,,,,,,,,-0.04,,,,,,,,
907102716,胡桃夹子主题枪械 MP5,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,8,,-2,-0.013,,,,,,,,-0.01,,,,,,,,,,,,
907102717,胡桃夹子主题枪械 AUG,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,46,2,,,,,,2,,,,,,,,-0.04,,,,,,,,
907102718,FFCC机器人控制师主题枪械 Vector,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,49,,2,,,,,3,,,,0.02,,,,,,,,,,,,
907102719,FFCC机器人控制师主题枪械 MAG-7,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,50,,1,,,,1,1,,,,,,,,,,,-0.1,,,,,
907102720,宝莱坞家族主题枪械 PARAFAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,47,,2,,,,,3,,,,,,,,-0.04,,,,,,,,
907102721,宝莱坞家族主题枪械 G18,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,10,1,,,,,2,1,,,,,,,,,,,-0.12,,,,,
907102722,中东合作男角主题换皮枪械 USP,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,3,1,,,,,,,,,,-0.015,,,,,,,-0.12,,,,,
