id,name,sort,hud_icon,sound_fire,mute_sound_fire,sound_fire_middle_range,sound_fire_long_range,sound_fire_middle_range_low,sound_fire_long_range_low,mute_sound_fire_low,sound_clip_in,sound_clip_out,sound_change_weapon,type,subtype,subsubtype,combine_type,damage,ammo_clip_size,initial_clip_count,fire_interval,ammo_id,attachment_slot,fire_type,bite_armor,range,full_damage_distance,min_damage_distance,min_damage,scatter_num,scatter_speed,scatter_move,scatter_max,scatter_recover_speed,player_speed_factor,player_speed_factor_while_firing,once_ammo,reload_speed,sight_equip,sight_default_equip,attachment_default_equip,sight_switch_music,sight_switch_time,sight_shoot_mindmg_numy,sight_ui_action_ratio,sight_ui_action_recovery,angle,delay,silencer,single_shot,repeat_fire_interval,damage_ratio_body,damage_ratio_head,damage_ratio_limb,knock_down_damage,armor_penetration_rate,buff_id,extra_damage_rate,fireShakeParam,canautoswitch,gunfireinterval,icewall_breakdown_rate,boost_damage,boost_damage_interval,sound_pull_bolt,bullet_effect,fire_effect,second_fire_effect,hd_anim_controller,hd_female_anim_controller,full_hd_anim_controller,full_hd_female_anim_controller,id_weaponskin,weapon_gold_type,ishealgun,ifautofire_enemy,pre_exchange_time,post_exchange_time,absolute_exchange_time,fire_vibrate,clip_vibrate,TagID,headshot_full_ratio_distance,headshot_min_ratio_distance,headshot_min_ratio
57,Kingfisher(AR15),76,Icon_HUD_AR15,SOUND_AR15_FIRE,SOUND_AR15_SILENCER,SOUND_AR15_MIDDLERANGE,SOUND_AR15_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_AR15_CLIPIN,SOUND_AR15_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,27,22,1,0.112,201,0;2;3;4,1,0,220,28,62,11,4,0.2,1.15,2.2,11,1.1,0.8,1,1,531;532;533;535;536;537,534,,SOUND_EQUIP,0.18,14,,,,,,FALSE,,,,,,,,,0.01#0.025#0.12#0.6,TRUE,5,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,,,,,0.25,0.25,,157,457,31;8,,,
58,UZI,51,Icon_HUD_UZI,SOUND_UZI_FIRE,SOUND_THOMPSON_SILENCER,SOUND_UZI_MIDDLERANGE,SOUND_UZI_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_UZI_CLIPIN,SOUND_UZI_CLIPOUT,SOUND_SWITCH_WEAPON_SUB,2,0,,,17,20,1,0.055,205,,1,0.3,36,9,18,8,5,0.14,1.1,2.2,10,1.18,0.9,1,1,,,,SOUND_EQUIP_2,0.2,1,,,,,,FALSE,,,,,,,,,0.01#0.025#0.12#0.6,TRUE,5,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_FEMALE_FULL_HD,,,,,0.2,0.2,0.4,158,458,75;2;27,12,20,-2
59,ThrowingKnife（lw模式）,45,Icon_HUD_ThrowingKnife,SOUND_THROWINGKNIFE_FIRE,SOUND_THROWINGKNIFE_FIRE,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_THROWINGKNIFE_FIRE,SOUND_THROWINGKNIFE_FIRE,SOUND_WEAPON_EMPTY,,,SOUND_SWITCH_WEAPON,18,0,,,9999,99,1,1,,,0,1,50,50,50,9999,1,0,1,1,1,1,1,1,0,,,,SOUND_EQUIP,0.2,,,,,,TRUE,,,,,,,,,,,TRUE,0,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_THROWINGKNIFE_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_THROWINGKNIFE_FEMALE_FULL_HD,,,,,0.2,0.2,,,,,,,
60,GoldMP5,60,Icon_HUD_MP5,SOUND_MP5_FIRE,SOUND_SMG_SILENCER,SOUND_SMG_MIDDLERANGE,SOUND_SMG_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_MP5_CLIPIN,SOUND_MP5_CLIPOUT,SOUND_SWITCH_WEAPON,6,0,,,23,30,1,0.088,205,0;1;3;5,1,0,220,18,34,10,6,0.14,1.1,2.2,10,1,0.85,1,1.1,531;532;533;534;535;536;537,532,5511,SOUND_EQUIP,0.2,4,,,,,,FALSE,,,,,,,,,0.008#0.02#0.08#0.6,TRUE,6,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MP5_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP5_FEMALE_FULL_HD,8,TRUE,,,0.25,0.25,,108,408,61;60;31,12,20,-2
61,GoldM60,61,Icon_HUD_M60,SOUND_M60_FIRE,SOUND_AR_SILENCER,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M60_CLIPIN,SOUND_M60_CLIPOUT,SOUND_SWITCH_WEAPON,0,1,1,,31,60,1,0.18,201,3;5,1,0,220,41,71,14,3,0.24,1.15,2.5,10,1,0.3,1,0.9,531;532;533;534;535;536;537,532,5513;524,SOUND_EQUIP,0.2,12,,,,,,FALSE,,,,,,,,0.6,0.014#0.02#0.12#0.6,TRUE,4,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MG_FEMALE_FULL_HD,30,TRUE,,,0.25,0.25,,130,430,61;63;12,,,
62,GoldVSS,62,Icon_HUD_VSS,SOUND_VSS_FIRE,SOUND_VSS_FIRE,,,SOUND_VSS_FIRE,SOUND_VSS_FIRE,SOUND_VSS_FIRE,SOUND_VSS_CLIPIN,SOUND_VSS_CLIPOUT,SOUND_SWITCH_WEAPON,6,1,,,29,15,1,0.25,205,1;4;5,1,0,220,50,90,14,3,0.1,1,1.4,10,1,0.35,1,1,531;532;533;534;535;536;537,535,5514,SOUND_EQUIP,0.2,10,,,,,TRUE,FALSE,,,,,,,,,0.012#0.015#0.22#0.6,TRUE,3,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,13,TRUE,,,0.25,0.25,,113,413,61;39;38,,,
63,GoldM14,63,Icon_HUD_M14,SOUND_M14_FIRE,SOUND_M14_SILENCER,SOUND_M14_MIDDLERANGE,SOUND_M14_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M14_CLIPIN,SOUND_M14_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,0,0,,,59,15,1,0.31,201,0;1;2;3;5,1,0,220,42,88,30,10,0.15,1.15,2,10,1,0.55,1,0.8,531;532;533;534;535;536;537,532,5515,SOUND_EQUIP,0.2,15,,,,,,TRUE,,,,,,,,,0.01#0.025#0.16#0.6,TRUE,2,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,11,TRUE,,,0.25,0.25,,111,411,61;60;55,,,
64,GoldKar98k,64,Icon_HUD_Kar98k,SOUND_Kar98k_FIRE,SOUND_98K_SILENCER,SOUND_KAR98K_MIDDLERANGE,SOUND_KAR98K_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_Kar98k_CLIPIN,SOUND_Kar98k_CLIPOUT,SOUND_SWITCH_WEAPON_SNIPER,1,1,,,84,5,1,1,203,0;5,1,0.4,220,60,85,60,5,0,1,1,10,1,0.8,1,0.6,531;532;533;534;535;536;537,536,5516,SOUND_EQUIP,0.2,12,,,,,,FALSE,,1,,0.25,,,,,0.006#0.09#0.75#0.6,TRUE,1,,,,SOUND_Weapon_Kar98k_Bolt,,,,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_Kar98k_HD,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_Kar98k_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_Kar98k_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_Kar98k_FEMALE_FULL_HD,21,TRUE,,,0.4,0.25,,121,421,61;56;3,,,
65,GoldAWM,65,Icon_HUD_AWM,SOUND_AWM_FIRE,SOUND_SNIPER_SILENCER,SOUND_SR_MIDDLERANGE,SOUND_SR_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_AWM_CLIPIN,SOUND_AWM_CLIPOUT,SOUND_SWITCH_WEAPON,1,0,,,200,5,1,1.42,203,0;1;5,1,0.08,220,70,90,150,5,0,1,1,10,1,0.8,1,0.7,531;532;533;534;535;536;537,536,5518,SOUND_EQUIP,0.2,50,,,,,,FALSE,,0.5,,,,,,,0.01#0.1#0.92#0.6,TRUE,1,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_AWM_HD,INGAME_WEAPON_OVERRIDE_ANIM_SNIPER_AWM_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_AWM_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AWM_FEMALE_FULL_HD,4,TRUE,,,0.5,0.25,,104,404,61;57;73,,,
66,GoldHeatGun,66,Icon_HUD_Superheat,SOUND_SUPERHEAT_FIRE,SOUND_SUPERHEAT_FIRE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_SUPERHEAT_FIRE,,,SOUND_SWITCH_WEAPON,0,0,,,32,30,1,0.166,211,2;3;5,1,0,220,45,80,15,4,0.23,1.15,1.9,10,1,0.55,1,0,531;532;533;534;535;536;537,532,5517,SOUND_EQUIP,0.2,10,,,,,,FALSE,,,,,,,,,,TRUE,4,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AR_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AR_FEMALE_FULL_HD,39,TRUE,,,0.25,0.25,,139,439,61;63;29,,,
67,GoldFAMAS,24,Icon_HUD_Famas,SOUND_FAMAS_FIRE,SOUND_FAMAS_SILENCER,SOUND_FAMAS_MIDDLERANGE,SOUND_FAMAS_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_FAMAS_CLIPIN,SOUND_FAMAS_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,29,30,1,0.1,201,0;1;2;3;4;5,2,0,220,38,80,12,1,0.3,1.2,2,10,1,0.65,1,0.9,531;532;533;534;535;536;537,532,5519,SOUND_EQUIP,0.2,10,,,,,,TRUE,0.15,,,,,,,,0.015#0.02#0.1#0.6,TRUE,1,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AUG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AUG_FEMALE_FULL_HD,24,TRUE,,,0.25,0.25,,124,424,61;31;35,,,
68,TecGun,60,Icon_HUD_UZI,SOUND_TECGUN_FIRE,SOUND_THOMPSON_SILENCER,SOUND_TECGUN_MIDDLERANGE,SOUND_TECGUN_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_TECGUN_CLIPIN,SOUND_TECGUN_CLIPOUT,SOUND_SWITCH_WEAPON_HAND,2,0,,,40,20,1,0.2,202,,1,0,50,20,30,15,10,0.15,1.3,2,10,1.1,0.85,1,0.5,,,,SOUND_EQUIP,0.2,8,,,,,,TRUE,,,,,,,,,0.008#0.016#0.15#0.6,TRUE,2,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_HANDGUN_FEMALE_FULL_HD,,,,,0.2,0.2,,,,,,,
69,DoubleVector,54,Icon_HUD_VECTOR,SOUND_VECTOR_FIRE,SOUND_VECTOR_SILENCER,SOUND_TVECTOR_MIDDLERANGE,SOUND_VECTOR_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_VECTOR_CLIPIN,SOUND_VECTOR_CLIPOUT,SOUND_SWITCH_WEAPON_SUB,6,0,,2,22,20,1,0.076,205,4,1,0,220,21,35,12,3,0.12,1.03,1.9,10,1.15,0.7,1,0.6,,,,SOUND_EQUIP_2,0.2,,,,,,,FALSE,,,-1.5,,,,,,0.01#0.01#0.05#0.6,TRUE,7,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SMG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_SMG_FEMALE_FULL_HD,49,,,,0.25,0.25,,149,449,,12,20,-2
70,GoldGROZA-x,14,Icon_HUD_GROZA,SOUND_GROZA_FIRE,SOUND_GROZA_SILENCER,SOUND_GROZA_MIDDLERANGE,SOUND_GROZA_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_GROZA_CLIPIN,SOUND_GROZA_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,40,30,1,0.168,201,0;1;2;3;4;5,1,0.2,220,40,90,14,7,0.23,1.2,2,10,1,0.3,1,0.9,531;532;533;534;535;536;537,532,5525,SOUND_EQUIP,0.25,18,,,,,,FALSE,,,,0.25,,,,,0.01#0.025#0.12#0.6,TRUE,5,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AUG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AUG_FEMALE_FULL_HD,14,TRUE,,,0.25,0.25,,114,414,42;68;2,,,
71,GoldM249-x,19,Icon_HUD_M249,SOUND_M249_FIRE,SOUND_M249_SILENCER,SOUND_M249_MIDDLERANGE,SOUND_M249_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M249_CLIPIN,SOUND_M249_CLIPOUT,SOUND_SWITCH_WEAPON_MACHINEGUN,0,1,1,,34,100,1,0.139,201,3;5,1,0,220,45,83,21,12,0.12,1.2,1.6,10,1,0.4,1,0.9,531;532;533;534;535;536;537,532,524;5526,SOUND_EQUIP,0.2,12,,,,,,FALSE,,,,,,,,0.5,0.008#0.015#0.13#0.6,TRUE,5,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MG_FEMALE_FULL_HD,19,TRUE,,,0.25,0.25,,119,419,42;60;40,,,
72,GoldSVD-y,26,Icon_HUD_SVD,SOUND_SVD_FIRE,SOUND_SVD_SILENCER,SOUND_SVD_MIDDLERANGE,SOUND_SVD_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_SVD_CLIPOUT,SOUND_SVD_CLIPIN,SOUND_SWITCH_WEAPON_SNIPER,0,3,,,80,10,1,0.48,201,0;1;2;4;5,1,0.3,220,50,96,20,10,0.25,1.15,2,10,1,0.55,1,0.8,531;532;533;534;535;536;537,535,5527,SOUND_EQUIP,0.2,24,,,,,,FALSE,,0.4,,,,,,0.2,0.005#0.018#0.25#0.6,TRUE,1,0.2,,,,EFFECT_BULLET_SVD,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,26,TRUE,,,0.25,0.25,,126,426,42;46;60,,,
73,UMPSGOB22,73,Icon_HUD_UMP,SOUND_UMP_FIRE,SOUND_SMG_SILENCER,SOUND_SMG_MIDDLERANGE,SOUND_SMG_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_UMP_CLIPIN,SOUND_UMP_CLIPOUT,SOUND_SWITCH_WEAPON,6,0,,,25,32,1,0.09,205,0;1;2;3,1,0.25,220,15,32,16,1,0.28,1.25,2.8,10,1.15,0.7,1,1.1,531;532;533;534;535;536;537,532,,SOUND_EQUIP_2,0.2,4,,,,,,FALSE,,,,,,,,,0.01#0.022#0.06#0.6,TRUE,7,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MP5_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP5_FEMALE_FULL_HD,,,,,0.25,0.25,,107,407,,12,20,-2
74,MP40OB22,74,Icon_HUD_MP40,SOUND_MP40_FIRE,SOUND_SMG_SILENCER,SOUND_SMG_MIDDLERANGE,SOUND_SMG_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_MP40_CLIPIN,SOUND_MP40_CLIPOUT,SOUND_SWITCH_WEAPON,6,0,,,24,22,1,0.07,205,1;2;4,1,0,220,12,27,10,5,0.15,1.1,4.1,10,1,0.65,1,0.9,,,,SOUND_EQUIP_2,0.2,,,,,,,FALSE,,,,,,,,,0.01#0.01#0.05#0.6,TRUE,8,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_MP40_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP40_FEMALE_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP40_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_MP40_FEMALE_FULL_HD,,,,,0.25,0.25,,115,415,,12,20,-2
75,HealingFire,75,Icon_HUD_HealingFire,SOUND_HEALINGSNIPER_FIRE,SOUND_AWM_SILENCER,SOUND_SVD_MIDDLERANGE,SOUND_SVD_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_SVD_CLIPOUT,SOUND_SVD_CLIPIN,SOUND_SWITCH_WEAPON_SNIPER,0,3,,,70,5,1,0.45,215,,1,0,220,70,90,50,5,0,1,1,10,1,0.8,1,0.7,531;532;533;534;535;536;537,591,,SOUND_EQUIP,0.2,20,,,,,,FALSE,,,,,,,,,0.01#0.1#0.92#0.6,TRUE,1,,,,,EFFECT_BULLET_AWM,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,,,1,0,0.25,0.25,,177,,,,,
76,HealingRifle,76,Icon_HUD_HealingRifle,SOUND_HEALINGSNIPER_FIRE,SOUND_AWM_SILENCER,SOUND_SVD_MIDDLERANGE,SOUND_SVD_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_SVD_CLIPOUT,SOUND_SVD_CLIPIN,SOUND_SWITCH_WEAPON_SNIPER,0,1,,,30,30,1,0.15,215,,1,0,220,70,90,5,5,0,1,1,10,1,0.8,1,0.7,531;532;533;534;535;536;537,591,,SOUND_EQUIP,0.2,20,,,,,,FALSE,,,,,,,,,0.01#0.1#0.92#0.6,TRUE,1,,,,,EFFECT_BULLET_AWM,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,,,1,0,0.25,0.25,,177,,,,,
77,HealingSub,77,Icon_HUD_HealingSub,SOUND_HEALINGSNIPER_FIRE,SOUND_AWM_SILENCER,SOUND_SVD_MIDDLERANGE,SOUND_SVD_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_SVD_CLIPOUT,SOUND_SVD_CLIPIN,SOUND_SWITCH_WEAPON_SNIPER,6,0,,,25,30,1,0.08,215,,1,0,220,70,90,5,5,0,1,1,10,1,0.8,1,0.7,531;532;533;534;535;536;537,591,,SOUND_EQUIP,0.2,20,,,,,,FALSE,,,,,,,,,0.01#0.1#0.92#0.6,TRUE,1,,,,,EFFECT_BULLET_AWM,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,,,1,0,0.25,0.25,,177,,,,,
78,HealingSniper,78,Icon_HUD_HealingSniper,SOUND_HEALINGSNIPER_FIRE,SOUND_AWM_SILENCER,SOUND_SVD_MIDDLERANGE,SOUND_SVD_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_SVD_CLIPOUT,SOUND_SVD_CLIPIN,SOUND_SWITCH_WEAPON_SNIPER,0,3,,,70,5,1,0.45,215,,1,0,220,70,90,50,5,0,1,1,10,1,0.8,1,0.7,531;532;533;534;535;536;537,591,,SOUND_EQUIP,0.2,20,,,,,,FALSE,,,,,,,,,0.01#0.1#0.92#0.6,TRUE,1,,,,,EFFECT_BULLET_AWM,,,,,INGAME_WEAPON_OVERRIDE_ANIM_AK_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_AK_FEMALE_FULL_HD,,,1,0,0.25,0.25,,177,,49;29,,,
79,HealingShot,79,Icon_HUD_HealingShot,SOUND_HEALINGSHOT_FIRE,SOUND_SVD_SILENCER,SOUND_M1887_MIDDLERANGE,SOUND_M1887_MIDDLERANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_M1014_FIRE,SOUND_M1887_CLIPIN,SOUND_M1887_CLIPOUT,SOUND_SWITCH_WEAPON_SHOTGUN,4,0,,,25,2,1,0.3,216,,1,0,30,6,15,4,0,1,1.2,2.4,10,1,0.55,3,1,531;532;533;534;535;536;537,532,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,-1.5,,,,,,0.008#0.09#0.18#0.6,TRUE,1,,,,,EFFECT_BULLET_M1887,,,,,INGAME_WEAPON_OVERRIDE_ANIM_M1887_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_M1887_FEMALE_FULL_HD,,,1,0,0.25,0.25,,178,,49;29,5,10,2
80,M4A1-x,2,Icon_HUD_M4A1,SOUND_M4A1_FIRE,SOUND_M4A1_SILENCER,SOUND_M4A1_MIDDLERANGE,SOUND_M4A1_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M4A1_CLIPIN,SOUND_M4A1_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,29,30,1,0.166,201,0;1;2;3;4;5,1,0,220,45,90,11,6,0.18,1.15,2,10,1,0.55,1,0.9,531;532;533;534;535;536;537,532,5520,SOUND_EQUIP,0.2,10,,,,,,FALSE,,,,,,,,,0.02#0.02#0.12#0.6,TRUE,5,,0.28,3,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SCAR_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_SCAR_FEMALE_FULL_HD,2,TRUE,,,0.25,0.25,,102,402,16;53;35,,,
81,M4A1-y,2,Icon_HUD_M4A1,SOUND_M4A1_FIRE,SOUND_M4A1_SILENCER,SOUND_M4A1_MIDDLERANGE,SOUND_M4A1_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M4A1_CLIPIN,SOUND_M4A1_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,29,30,1,0.16,201,0;1;2;3;4;5,1,0,220,45,90,11,6,0.18,1.15,2,10,1,0.55,1,0.9,531;532;533;534;535;536;537,532,5521,SOUND_EQUIP,0.2,10,,,,,,FALSE,,,,,,,,,0.02#0.02#0.12#0.6,TRUE,5,,0.28,2,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SCAR_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_SCAR_FEMALE_FULL_HD,2,TRUE,,,0.25,0.25,,102,402,54;36;17,,,
82,M4A1-z,2,Icon_HUD_M4A1,SOUND_M4A1_FIRE,SOUND_M4A1_SILENCER,SOUND_M4A1_MIDDLERANGE,SOUND_M4A1_LONGRANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_AR_SILENCER,SOUND_M4A1_CLIPIN,SOUND_M4A1_CLIPOUT,SOUND_SWITCH_WEAPON_RIFLE,0,0,,,29,30,1,0.152,201,0;1;2;3;4;5,1,0,220,45,90,11,6,0.18,1.15,2,10,1,0.55,1,0.9,531;532;533;534;535;536;537,532,5522,SOUND_EQUIP,0.2,10,,,,,,FALSE,,,,,,,,,0.02#0.02#0.12#0.6,TRUE,5,,0.28,1,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SCAR_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_SCAR_FEMALE_FULL_HD,2,TRUE,,,0.25,0.25,,102,402,61;60;37,,,
83,HurricaneStickG,46,icon_HUD_fist,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,3,4,,,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,,,,0.15,,,,,,,FALSE,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,
84,HurricaneStickR,46,icon_HUD_fist,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,SOUND_WEAPON_EMPTY,3,4,,,0,0,0,1,,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,,,,0.15,,,,,,,FALSE,,,,,,,,,,TRUE,0,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,
86,charge buster,39,Icon_HUD_Chargeshot,SOUND_M1887_FIRE,SOUND_M1014_FIRE,SOUND_M1887_MIDDLERANGE,SOUND_M1887_MIDDLERANGE,SOUND_AR_MIDDLERANGE,SOUND_AR_LONGRANGE,SOUND_M1014_FIRE,,SOUND_WEAPON_CHARGEBUSTER_RELOAD,SOUND_SWITCH_WEAPON_SHOTGUN,26,1,,,15,3,1,0.3,204,,1,0,15,10,20,6,-1,0.3,1.1,3,10,1.05,0.85,8,0.9,539,539,,SOUND_EQUIP,0.2,,,,,,,FALSE,,,,,,,,,,TRUE,5,,,,,,,,,,INGAME_WEAPON_OVERRIDE_ANIM_SMG_MALE_FULL_HD,INGAME_WEAPON_OVERRIDE_ANIM_SMG_FEMALE_FULL_HD,,,,,0.25,0.25,,,,71;74,8,13,-2
